index	username	time	comment	star
8	Ann Huang	20190808	葡萄柚綠茶有著滿滿的葡萄柚，料多實在，建議電話點餐，現場排隊都要等待半個多小時。	4
9	Andy Lai	20190808	名氣很大、生意很好，特色是專門用本土新鮮水果入味，東西不錯，C/P值見仁見智	5
0	SHC	20190808	我們今天中午到店時，看到大排長龍，但難得來嘉義又超想喝，於是邊排隊邊上網研究必點飲料，結果還沒研究好就排到隊了。我們最後點了五杯葡萄柚綠茶和五杯凍頂檸檬，點餐的店員很親切地幫我們確認和給我們建議，讓我們覺得有被照顧到的感覺。店員速度快，我們沒多久就拿到飲料。給我們飲料的店員很細心地跟我們確認正確與否。喝到了好喝飲料、也喝到了嘉義人的熱情用心。	5
1	楊陳銓	20190808	好喝可是好貴	4
2	黃小儷	20190808	長長的排隊人潮，點了柳丁綠茶，味道有點淡…葡萄柚綠茶，還算不錯	3
3	先生陳	20190808	None	5
4	藍忘機	20190808	超好喝推凍頂檸檬	5
5	Hank Shen	20190808	None	2
6	Fang Ihsun	20190808	葡萄柚綠茶超好喝	4
7	Jhan Yu Chen	20190808	去嘉義必喝，不敢喝葡萄柚綠的人，可以喝喝香吉士綠茶，假日需要排隊	5
8	黃科科	20190808	"好喝的葡萄柚綠，濃醇香的口感。
別的地方喝不到這種味道。
店員客氣有禮貌，服務讚。"	5
9	謝佳玲	20190808	好喝且店員親切	5
0	戴雅慧	20190808	店員態度很親切，熱心提供飲料的建議。飲料也很好喝！	5
1	PH CHU	20190808	None	4
2	Mai Hsu	20190808	晚上去會飲恨！因為招牌都完售😭😭	4
3	Becky Chen	20190808	吃到地雷那一碗，超級鹹！朋友的正常	3
4	Janniin Lee	20190808	55元滿滿果粒，超棒	4
5	Daphne Pu葳	20190808	人潮洶湧，但貨真價實	4
6	林品慈	20190808	None	5
7	Jerry Ho	20190808	None	5
8	宗政	20190808	來朝聖 葡萄柚綠	3
9	承楓林	20190808	推香吉士百香綠茶，味道很平衡	5
0	Bella Tsai	20190808	真的很還好，50塊很小一杯。很多人排隊買....	1
1	secret secret	20190808	每次都點葡萄柚綠。好喝。可先打電話預訂。工作人員態度親切。	5
2	Vincent S.Y. Tsai	20190808	None	4
3	蔡政龍	20190808	"(由 Google 提供翻譯) 好喝

(原始評論)
好喝"	5
4	Vic.Travel Diary隨手拍	20190808	好喝的葡萄柚綠！半糖去冰剛剛好^•^	5
5	Jay H.	20190808	"(由 Google 提供翻譯) 線路很長......

(原始評論)
줄이 엄청길다...."	4
6	黃凱聖	20190808	終於買到。真的不錯喝。	5
7	huang wen hang	20190808	None	5
8	許小姐	20190808	None	5
9	Wilson Sun	20190808	None	4
0	林家榮	20190808	飲料好喝，不過需要常常排隊	4
1	以柔徐	20190808	None	4
2	劉榮現	20190808	"喝過兩次。
網路上查到的名店，葡萄柚綠好喝👍"	5
3	Nick	20190808	"(由 Google 提供翻譯) 凍頂檸檬、葡萄柚綠茶是必點招牌，建議先打電話訂餐，很好喝，可惜葡萄柚綠茶中盃55元

(原始評論)
凍頂檸檬、葡萄柚綠茶是必點招牌，建議先打電話訂餐，很好喝，可惜葡萄柚綠茶中杯55元"	4
4	葉俊吉	20190808	None	4
5	劉奕伶	20190808	None	5
6	yan shiang	20190808	態度不ok	1
7	陳勁翔	20190808	None	5
8	gbin chiou	20190808	真的還蠻好喝的	4
9	Claire Huang	20190808	"超級好喝！
到旁邊吃個雞肉飯再回來拿 剛剛好：）
等待是值得的！"	5
0	鄭進華	20190808	None	3
1	Doffy Yang	20190808	點兩杯半糖去冰喝喝，甜度也很夠，葡萄柚綠茶真的有非常多的果肉，柳橙綠也好喝，就算平日人潮也不間斷，值得一喝！	5
2	沈依陵	20190808	好喝 不過人潮多要等一陣子	4
3	易辰	20190808	None	5
4	陳琮岳	20190808	None	5
5	竹	20190808	None	4
6	范芷瑄	20190808	"(由 Google 提供翻譯) 好喝

(原始評論)
好喝"	5
7	許俊淵	20190808	None	4
8	王瑞祥	20190808	葡萄柚綠必點，外地人在地人必買的飲料店，缺點是不好停車，買的人很多，要買之前請先打電話預訂喔…	5
9	呂玟芯	20190808	"身為嘉義人一定要來品嚐！！！
外地人來一定要來排隊喝！
雖然不知道排不排的到喔……生意超級好😭❤"	5
0	水無痕	20190808	None	5
1	WeiChin Huang	20190808	我老婆很愛	5
2	陳俊諺	20190808	讚讚讚	4
3	張皓崴	20190808	None	4
4	蔡麗萍	20190808	招牌葡萄柚綠茶，冬瓜青與凍頂檸檬都值得推薦，美味值得等待！	5
5	Chronicle	20190808	"(由 Google 提供翻譯) 美味的水果茶....👍🏼

(原始評論)
Delicious fruit tea .... 👍🏼"	4
6	蛙永賴	20190808	None	1
7	甘家瑜	20190808	None	4
8	凱希Hsu	20190808	None	5
9	Iris Li	20190808	"聞葡萄柚綠茶來的
我喜歡
不過真的排隊排的瘋掉"	5
0	粘詩珮	20190808	就是普通的葡萄柚綠茶，價格又貴	3
1	微笑的秋風	20190808	"(由 Google 提供翻譯) 葡萄柚綠茶真的很好喝，不會太甜，可惜現在只有中盃的，之前喝大杯可真是超滿足。附近不好停車，開車需找車位，機車還比較方便停。走路的話，離火車站約10～15分路程，到現場有可能會遇到大排長龍的時候，再等待可以試喝店家提供的冬瓜檸檬，也可以先電話訂購。

(原始評論)
葡萄柚綠茶真的很好喝，不會太甜，可惜現在只有中杯的，之前喝大杯可真是超滿足。附近不好停車，開車需找車位，機車還比較方便停。走路的話，離火車站約10～15分路程，到現場有可能會遇到大排長龍的時候，再等待可以試喝店家提供的冬瓜檸檬，也可以先電話訂購。"	5
2	Ray Chiou	20190808	服務態度好，動作快	4
3	scott wu	20190808	好喝不解釋	5
4	PeiChien lee	20190808	排隊比預訂快。現場有一種飲料可試喝。	5
5	林柏瑤	20190808	葡萄柚綠茶真的好喝，滿滿的果肉，需要排隊	4
6	Renfong	20190808	好喝的葡萄柚綠茶	4
7	Jung Chen	20190808	葡萄柚綠好喝，梅子畫龍點睛！	5
8	志民	20190808	None	5
9	Chun-Min Ku	20190808	"根本是嘉義名產，已經比隔壁的火雞肉飯還多人，
排隊隊伍超長，多人到波麗士大人都會時不時來關切一下，
畢竟真的超多違規停車，真的辛苦波麗士大人了，
雖然網友都說要打電話預約預訂，但打爆電話也很難打通，
只能現場排隊等候，天氣熱或下雨天，真的很難熬，
但是拿到店內招牌，葡萄柚綠茶後，吸下去的那口，一切都值得了！
只會悔恨不多買一杯，店內小小的，店員9個人擠滿滿的，
雖然排隊隊伍很長，店家的動作還算滿快的，
實際耐心的等待大概半小時，
比起一些動作很慢來製造排隊人潮的店來看，
御香屋真的很優質，飲品也真材實料，讓人甘願一排再排，
只為了再品嘗這美味的葡萄柚綠茶！"	5
0	Charcy Yang	20190808	None	5
1	腎上腺素小鮮肉	20190808	人潮洶湧，人手一杯（我喝葡萄柚綠茶🥤)	4
2	蔡蕙婷	20190808	葡萄柚綠！！！！	5
3	Janice Chen	20190808	人很多，要排很久，大推葡萄柚綠茶	5
4	杜主欣	20190808	我不買手搖杯的我，試喝完就買了！	4
5	中立	20190808	葡萄柚綠好喝！另凍頂檸檬試喝起也不錯，下次點無糖試試	4
6	Mini Liu	20190808	超好喝！雖然經典葡萄柚綠撲空了，但柳丁綠一樣很厲害👍排隊不會太久，店員也很親切介紹，下次有機會一定要喝到葡萄柚綠！	5
7	Ann Fong	20190808	"(由 Google 提供翻譯) 葡萄柚綠只有中盃，不知道是不是連假關係。 （連假期間一定要電話預約，40分鐘後再過去領就好）
加梅子絕配，很好喝清爽，平常喝微糖的這個半糖剛剛好。
凍頂檸檬就是翡翠檸檬，好喝，半糖喝起來比葡萄柚綠甜，可以微糖就好。

(原始評論)
葡萄柚綠只有中杯，不知道是不是連假關係。（連假期間一定要電話預約，40分鐘後再過去領就好）
加梅子絕配，很好喝清爽，平常喝微糖的這個半糖剛剛好。
凍頂檸檬就是翡翠檸檬，好喝，半糖喝起來比葡萄柚綠甜，可以微糖就好。"	5
8	chang Yu	20190808	來嘉義一定要來的	4
9	朱致賢	20190808	None	5
0	秦詩昂世達興業有限公司	20190808	None	5
1	潘宗育	20190808	我最愛的嘉義飲料店，首推葡萄柚綠茶	5
2	張香傑	20190808	建議預定飲料 否則 你會收到違停罰單	3
3	w531777	20190808	排隊人潮眾多，不過取餐速度快。	4
4	Richie Chen	20190808	None	4
5	Sun Brian	20190808	新鮮好喝，人很多	5
6	Pj Chen	20190808	"(由 Google 提供翻譯) 可以排很久的果汁店，好喝

(原始評論)
可以排很久的果汁店，好喝"	4
7	Chi史東	20190808	"酸
可以試喝"	5
8	謝學儀	20190808	柳丁綠茶濃醇香	5
9	何冠霖	20190808	None	3
0	alan chao	20190808	心目中No.1的飲料店，凍頂檸檬好好喝😋	5
1	Chunli Chu	20190808	None	4
2	Papago ปุ้มปุ้ย	20190808	推薦葡萄柚綠半糖及橙香百香葡萄柚綠半糖	5
3	Yi Yu	20190808	None	4
4	Cynthia Su	20190808	好喝。服務也好。	5
5	劉彥良	20190808	嘉義御香屋招牌，就是有葡萄柚果肉佔了快一半，真的不是隨便講講，看到這個畫面就開心，喝了沒有綠茶與葡萄柚的苦澀味道，半糖的甜度帶出了葡萄柚的酸，還有梅子的微酸，喝起來很順口清爽，口齒留香，雖然這個價錢不便宜，但用料實在好喝，看排隊人潮絡繹不絕，還是值得品嚐。	5
6	李常華	20190808	None	5
7	Kuang C.	20190808	大概太期待葡萄柚綠有多神奇好喝，結果覺得剛好而已。	3
8	ally chou	20190808	大推葡萄柚綠，新鮮的柚茶香，梅子畫龍點睛，酸甜不膩口，清爽的飲品，不容錯過。	5
9	Chany Wang	20190808	"必喝的飲料
只有嘉義才有～別無分店👍"	5
0	李文斌	20190808	飲料好喝。	5
1	張青雲	20190808	飲料不錯喝，排隊人超多！	5
2	張全興	20190808	None	5
3	李其峯	20190808	建議店家多加宣導排隊客人「禮讓出一個人的寬度」，好讓路過的行人能順利通行（在騎樓或人行道上）	5
4	楊淑樺	20190808	None	5
5	Jas T	20190808	料超多，出貨速度也快。很實在很特別的手搖杯。	5
6	璇儿	20190808	None	4
7	Shirley W	20190808	"(由 Google 提供翻譯) 葡萄柚綠茶一杯55元限中盃，還蠻好喝的，並且會隨著時間變化變成不同口味。

(原始評論)
葡萄柚綠茶一杯55元限中杯，還蠻好喝的，並且會隨著時間變化變成不同口味。"	4
8	張富萍	20190808	"(由 Google 提供翻譯) 葡萄柚綠茶中盃55、葡萄柚比想像中的多

(原始評論)
葡萄柚綠茶中杯55、葡萄柚比想像中的多"	4
9	理查	20190808	好喝 但不能放久 要趕快喝掉	4
0	陳阿翔	20190808	None	5
1	NX Chen	20190808	"人潮眾多
建議先停好車再購買
葡萄柚綠真的蠻好喝 料也很多"	3
2	威	20190808	這是第二次出差喝到它，調味酸甜適中還有梅子提味，除了好喝以外最有意思的是它不賣大杯而且竟然是時價，讓喝的人隨時可知道葡萄柚的價格，哈哈！	4
3	廖苑均	20190808	None	5
4	马来西亚生活记Ajusshi	20190808	"(由 Google 提供翻譯) 很容易找到，因為它靠近噴泉圈與黃色標誌牌。我們很幸運，下午5:45在商店前面沒有任何人群或線路。

由於我們閱讀的評論都是關於葡萄柚綠茶葡萄柚綠茶，毫無疑問我們想訂購什麼。每個售價為TWD55。我們等了大約5分鐘才得到飲料。在我們等待的同時，工作人員歡迎我們嘗試當天的免費飲料品嚐。

絕對推薦葡萄柚綠茶葡萄柚綠茶！ 👍🏻

(原始評論)
Easy to locate as it is near the Fountain Circle with a yellow sign board. We were lucky, there wasn’t any crowd or line in front of the shop at 5:45pm. 

As the reviews we that read about were all about Grapefruit Green Tea 葡萄柚绿茶, there was no doubt what we wanted to order. Priced at TWD55 each. We waited about 5minutes to get the drink. While we were waiting, the staff welcomed us to try out the free drink tasting for the day. 

Definitely recommend Grapefruit Green Tea 葡萄柚绿茶! 👍🏻"	5
5	Yuki Chen	20190808	None	5
6	阿蛇	20190808	"(由 Google 提供翻譯) 好喝

(原始評論)
好喝"	4
7	吳阿憨	20190808	葡萄柚綠55$，很多果粒，有真材實料，可以點無糖，不會很酸澀，還不錯喝。隊伍很長，但還算在可忍受範圍。	4
8	James Hsueh	20190808	None	5
9	GUO-HUI HUANG	20190808	蠻好喝的，只是排隊要排蠻久的，電話也不好打，要買錢要有久等的心理準備。	5
0	廖健雄	20190808	None	5
1	Tao	20190808	"(由 Google 提供翻譯) 喝酒真好！

(原始評論)
It's good to drink!"	5
2	WP Z	20190808	點葡萄柚就對了	5
3	李宗憲	20190808	None	5
4	兄弟時光	20190808	None	5
5	哲偉許	20190808	"(由 Google 提供翻譯) 好喝

(原始評論)
好喝"	5
6	曾文萱	20190808	葡萄柚好吃好喝，真材實料	4
7	衣洗	20190808	None	4
8	kuo Kuo	20190808	None	5
9	Wen-Yu Chen	20190808	None	5
0	Chuan Hung	20190808	"嘉義必喝，僅此一家...
葡萄柚綠果料很多的嘉義特色！
加顆梅子口味更有層次呢"	5
1	MiMi Wei	20190808	"還好先看評論要先打電話叫，還真的要等1小時。
葡萄柚果肉真的很多。"	5
2	Yu chung wang	20190808	"(由 Google 提供翻譯) 好喝

(原始評論)
好喝"	4
3	沈飛魚	20190808	嘉義必喝飲料 ，葡萄柚綠茶	5
4	賴芳助	20190808	None	5
5	Ting-Yi LIN	20190808	None	4
6	家塔塔	20190808	"新鮮好喝、果肉給的大方，甜度冰塊都能調整。
人潮雖多，但是店家點飲料及出飲料速度蠻快的，缺點大概就是不好停車⋯⋯"	5
7	Ha Ha	20190808	店員都很客氣，柳丁綠、洛神花都很好喝	5
8	陳志緯	20190808	"(由 Google 提供翻譯) 每次路過都看到一堆人在排隊，心想有好喝到要大排長龍嗎？ ！難得今天天氣冷沒什麼人，特地停車下來買一杯招牌葡萄柚綠茶來喝看看，喝了之後，感覺還真的不錯，但如果要花時間排隊買的話，我可能沒那個耐心排隊~
PS:葡萄柚綠茶只有中盃$55（2018/12/13）

(原始評論)
每次路過都看到一堆人在排隊，心想有好喝到要大排長龍嗎？！難得今天天氣冷沒什麼人，特地停車下來買一杯招牌葡萄柚綠茶來喝看看，喝了之後，感覺還真的不錯，但如果要花時間排隊買的話，我可能沒那個耐心排隊~
PS:葡萄柚綠茶只有中杯$55（2018/12/13）"	5
9	Ricky Lin	20190808	推香橙綠茶!!	5
0	黃小韜	20190808	要排長長人龍的飲料店	4
1	陳怡丹	20190808	葡萄柚綠好喝到沒話說	4
2	蕭傳威	20190808	None	5
3	yiling yang	20190808	葡萄柚綠+梅子超好喝，自從霍老先生飲料店一家一家的關掉後，就再沒喝過這麼好喝的葡萄柚綠了，雖然需要排隊，但工作人員很多，所以不會排太久！	5
4	鍾達豐	20190808	None	5
5	Sandy	20190808	來嘉義一定要喝的葡萄柚綠茶 🎈	5
6	夏小桃	20190808	None	3
7	謝幸原	20190808	None	4
8	李布朵	20190808	嘉義市最好喝的茶飲店，在地人都非假日才會去買，不然要排1小時...哈哈哈	5
9	廖彦霖	20190808	"(由 Google 提供翻譯) 生意超好的，水果茶很棒

(原始評論)
生意超好的，水果茶很棒"	4
0	江音宣	20190808	"每來嘉義必來這
柳橙綠是必點😋
好好喝👍"	5
1	nana lol	20190808	個人覺得凍頂檸檬比葡萄柚綠茶好喝耶！ 葡萄柚個人我覺得苦苦的 第一次喝不習慣呢	5
2	程振瑜	20190808	None	5
3	曾其敏	20190808	招牌👉葡萄柚綠茶、香橙百香綠茶、柳丁綠茶、台東洛神花茶、檸檬洛神、凍頂檸檬，晚來的都買不到😂	5
4	郭佩芳 Emily	20190808	排隊人潮我有點小小嚇一跳，平日非用餐時間平均排隊人潮也都有在8人以上，服務人員很多，結帳速度快，飲料等候時間也不需太長，飲料內容豐富，喝得到葡萄柚果粒，感覺很天然，大推。	4
5	黃智偉	20190808	"(由 Google 提供翻譯) 好喝

(原始評論)
好喝"	4
6	米蛋黃	20190808	好喝/建議先預訂不然現場等很久/現場有飲料試喝嚐鮮不同產品/但是店門口每次都有尿騷味😭	4
7	JunRong Ke	20190808	很好喝，但漲價之後分量縮水又每次都得等很久...	3
8	店長ムサシ	20190808	"(由 Google 提供翻譯) 你第一次去的時候為什麼排隊這麼多？當與另一個人並行交談時，前面的韓國女人通過智能手機的翻譯解釋了對飲料的解釋。 “你必須把李子”···？那個含有Umeboshi的葡萄柚呢？我喝了含木薯的奶茶，但我仍然記得那種印象。甚至在那之後我去了嘉義，我總是買它。

(原始評論)
初めて行った時、何でこんなに並んでいるの？と相方と並んで話していたら、前にいた韓国人の女性が、スマホの翻訳で、飲み物の説明をしてくれました。「梅干を入れなければなりません」・・・？ということで、梅干入りのグレープフルーツディ？とタピオカ入りのミルクティーを飲みましたが、あの感動は、今でも覚えています。その後も嘉義にいった際には、必ず寄って購入しています。"	5
9	Ting Yang	20190808	唯一推薦葡萄柚綠茶，可以吃到滿滿的新鮮果粒。	5
0	李其祐	20190808	嘉義知名的飲料店，好喝	5
1	蔡想想	20190808	飲料好喝！看到排隊人潮不用怕，給他排下去.店家速度很快.態度也不錯，塑膠袋要付費歐！推薦	4
2	Yashilo Liu	20190808	None	5
3	黃惠娸	20190808	None	5
4	李婷婷	20190808	"(由 Google 提供翻譯) 葡萄柚綠超好喝，只是只有中盃可惜了

(原始評論)
葡萄柚綠超好喝，只是只有中杯可惜了"	5
5	曾志偉	20190808	None	5
6	LC Pan	20190808	None	5
7	K-Chieh Cheng	20190808	推葡萄柚綠，真材實料，可惜要排隊久候	5
8	MAXIM WENG	20190808	這家真的大感意外的好喝！葡萄柚綠和凍頂檸檬是招牌！然後建議電話預定，大約一個半小時，至少不用在現場被綁住，可以先去其他地方逛逛，現場排隊至少要30-40分鐘。只是電話超難打，至少撥了二十通才進線！	5
9	Lin yc	20190808	None	4
0	鄧高荃	20190808	None	5
1	海餅乾	20190808	"很推葡萄柚綠茶和香橙百香柚綠，鮮奶紅茶、
凍頂檸檬、洛神檸檬也都很好
茶的品質非常好，也是其他連鎖店無法模仿的主因。"	5
2	CHUN-TIEN HU	20190808	買很多次才買到的飲料店	5
3	wen hsin ma	20190808	實在，好喝。令人難忘的滋味。	5
4	Kyle Hsu	20190808	None	4
5	李敬岳	20190808	None	3
6	劉阿邁	20190808	"(由 Google 提供翻譯) 人很多，好喝

(原始評論)
人很多，好喝"	5
7	WenLi YU	20190808	好喝，沒有地雷，可以電話預訂	5
8	Elvis Huang	20190808	None	5
9	小承	20190808	自己體驗吧	3
0	ying w	20190808	"店員很專業親切～
喜歡翡翠檸檬喝的到甘甜茶香❤️

葡萄柚果肉給的很大方
夏天必喝😍😍"	5
1	金夏全	20190808	香橙百香綠茶大推	5
2	周承洋	20190808	品質有點不一。以前好喝很多。 而且漲蠻多的	3
3	陳冠甫	20190808	None	4
4	TOMO TOMO	20190808	None	4
5	danny wang	20190808	"葡萄柚綠茶超好喝
別的地方沒喝過的味道
只是人好多😥"	5
6	Vivian Chang	20190808	用料真材實料，打電話預約可以節省時間，我覺得最難能可貴的就是，無論是櫃檯或者是接電話的人員，雖然店內非常的忙碌，但是態度都很友善也有耐心。	5
7	賴洸鋐	20190808	果然 是要排隊的	5
8	Daniel Okada	20190808	葡萄柚綠茶超好喝	5
9	吳諄	20190808	None	4
0	達陳	20190808	None	3
1	Chi Chen	20190808	好喝，但外地人，請三思，絕對不是全台好喝，只能算這個區域！	3
2	Ko Ko	20190808	好喝！但要等很久，要先提早2小時以上先打電話訂	5
3	戴伶巧	20190808	None	5
4	張緯裕	20190808	None	5
5	Tim Huang	20190808	None	4
6	MD C	20190808	葡萄柚果粒多很實在	4
7	楊詠翔	20190808	None	3
8	佐佐	20190808	全台生意最好的葡萄柚綠	4
9	Tina Lien	20190808	銷魂的美味~來嘉義必喝	5
0	Na Na	20190808	"超級好喝！！且服務非常友善
葡萄柚綠茶10分（要加梅子）
香吉士百香綠茶10分
檸檬洛神9分
凍頂檸檬9分
古早味冬瓜茶8.5分"	5
1	Gibbs Huang	20190808	有預先電話預訂不用等太久，真好喝	5
2	鐘苡綾	20190808	推凍頂檸檬跟檸檬洛神～	4
3	Arthur Huang	20190808	嘉義知名的茶店	5
4	J.H. Li	20190808	"(由 Google 提供翻譯) 葡萄柚果粒很多！

(原始評論)
葡萄柚果粒很多！"	4
5	康美娟	20190808	None	5
6	LI CHIN LIN	20190808	None	4
7	曾華義	20190808	None	5
8	柔柔	20190808	None	5
9	De-Jyun Hou	20190808	"(由 Google 提供翻譯) 美味的水果茶總是排長隊等待他們的茶點。它的飲料中充滿了水果，如我訂購的葡萄柚綠茶。你可以真正享受所有的水果肉，直到最後一口飲料。他們還提供小杯子來品嚐，他們每天都會改變他們的服務。如果商店前面沒有線路，請來一個月的水果。

(原始評論)
Nice fruit tea where theres always a long line waiting for their refreshment. It boasts its drink full of fruit content such as the grapefruit green tea that I ordered. You can really enjoy all the fruit meat until the last sip of your drink. And they also provide small cups for tasting and they change what they serve on daily basis. Come for a monthful of fruit if there’s no line in front of the shop."	5
0	陳鼎雄	20190808	None	5
1	Cherry Chen	20190808	None	3
2	許凱翔	20190808	要提早打電話訂	5
3	caro lin	20190808	很好喝的飲料	4
4	林政宏	20190808	None	5
5	Dan Dolan	20190808	凍頂檸檬是除了招牌之外 不錯的選擇	5
6	洪皓珍	20190808	人超級多，一定要先打電話訂	4
7	hhamy chen	20190808	點了葡萄柚綠茶、凍頂檸檬、冬瓜青茶都不錯喝，人真的超極多，店員超忙碌，小小店擠了大約10個店員狂做還是來不及對應排隊人群	4
8	廖小珮	20190808	None	4
9	Lafiel Chen	20190808	None	5
0	Marvin J	20190808	超好喝，來嘉義必喝	5
1	KUO HUA SU	20190808	None	5
2	S Huang	20190808	"(由 Google 提供翻譯) 來嘉義必喝飲料：御香屋葡萄柚綠茶！
等待時間小於三十分鐘算你賺到xD
文化路人最多的飲料店，就是御香屋了~~~
一杯55，只提供中盃，大概有1/3杯都是葡萄柚果粒！

(原始評論)
來嘉義必喝飲料：御香屋葡萄柚綠茶！
等待時間小於三十分鐘算你賺到xD
文化路人最多的飲料店，就是御香屋了~~~
一杯55，只提供中杯，大概有1/3杯都是葡萄柚果粒！"	5
3	Huan chen	20190808	"有熱量表，所以點了少糖。
喝下去驚為天人！非常好喝捏～尤其是加上梅子後⋯酸甜滋味～加上滿滿葡萄柚果肉，難怪要給大吸管。"	5
4	Chia Ying Lin	20190808	None	4
5	Ying Ru Chen	20190808	None	5
6	ko kobe	20190808	None	5
7	Jen	20190808	葡萄柚綠好喝，人多時要排隊，可先打電話預訂。	5
8	詹宛欣	20190808	"(由 Google 提供翻譯) 酸甜好滋味

(原始評論)
酸甜好滋味"	5
9	Jeffrey Lin	20190808	"(由 Google 提供翻譯) 好喝

(原始評論)
好喝"	5
0	溫皓嵐	20190808	None	5
1	TERRY L.	20190808	葡萄柚綠真的好喝，可是也是間滿滿排隊人潮的店	5
2	linyifu	20190808	真的是值得排隊的飲料店	5
3	Yang Yang Chang	20190808	葡萄柚綠👍👍建議打電話預訂，時間到再直接去拿，不然真的排很久	5
4	魏廷哲	20190808	None	4
5	王億慈	20190808	推葡萄柚綠加梅子！	4
6	陳昌億	20190808	嘉義必喝	5
7	陳思宏	20190808	葡萄柚綠風味特別，一開店就直接電話預約可以省去等待時間，不過大概得打大概10通才能打通，且假日就算先電話預約通常也必須等待30分鐘之後才能前往取得飲料！店面小但消費者很多，附近不好停車，需要停遠一點！	5
8	艾爾文	20190808	None	5
9	Zong-Xing Chen	20190808	"葡萄柚綠 微糖微冰加梅子！ 
超好喝！😋"	5
0	米雪2020	20190808	看到網路評價很ㄏㄤ的飲料店，打了30通的電話終於預訂到，到了現場起碼4-50人在排隊等候，拿起吸管喝了一口後，心中的喜悅慢慢退去了，訪問了一些當地人，原來都是我們這些觀光客炒熱的，他們也是霧裡看花呢！	2
1	韋晧李	20190808	態度不變 大推	5
2	Detai Lu	20190808	點了招牌的葡萄柚綠，滿滿的果粒，不錯喝，旁邊試喝的仙草茶也非常好喝	5
3	J un	20190808	好喝好便宜，還有統一發票能兌獎。嘉義必喝。	5
4	黃莉庭	20190808	None	4
5	Hanson Hsieh	20190808	None	5
6	許琳傑	20190808	None	5
7	L S	20190808	"葡萄柚綠茶
凍頂檸檬
百香果柚綠茶
皆是點微糖去冰
都是一喝便驚為天人的飲品
茶香回甘，葡萄柚的果肉份量極多
連平常不喝手搖飲的我
兩天的旅程也是一天買一杯
真的是心目中第一名的手搖飲

週六和週日早上十點現場買
15分鐘內就拿到飲品了
現場排隊動線明確
速度很快"	5
8	M.N. Liao	20190808	None	3
9	SunR Liao	20190808	None	5
0	treterw wu	20190808	永遠大排長龍，晚點來就什麼都沒了，建議要點有果肉的飲料(例如葡萄柚)，酸酸甜甜，滋味很不錯	5
1	張嘉訓	20190808	None	4
2	嘟你個嗶	20190808	還好，喝起來有果皮的苦澀味	2
3	mia Liang	20190808	None	3
4	佾瑄	20190808	None	4
5	陳璿文	20190808	"口味獨特
葡萄柚非常多
好喝！"	5
6	余誌傑	20190808	None	4
7	Julian Wu	20190808	真心推薦，好喝！	5
8	花生2580	20190808	"葡萄柚綠茶蠻好喝的
個人都不喝葡萄柚 
果肉很多
咬下去也很多汁
綠茶很香"	5
9	劉建佑	20190808	葡萄柚綠茶，果肉很多，加梅子 好喝	5
0	陳冠名	20190808	招牌飲料非常好喝！來嘉義市中心值得來品嚐！	5
1	賴楚諭	20190808	去嘉義必買！	5
2	Toby	20190808	None	5
3	羅尉庭	20190808	None	5
4	wen pink	20190808	None	5
5	Wade Lee	20190808	None	4
6	YOYO Hung	20190808	None	5
7	YJ .C	20190808	"人多 排隊有條理 覺得就是手搖飲料
不過製作速度快也有號碼牌 給你5星"	5
8	Sue Tseng	20190808	None	5
9	Miranda Wang	20190808	None	4
0	Eddy Chen	20190808	誇張的好生意,冰涼的柚子茶中，帶著微微的苦意,讓人愈喝愈停不下口,每次來嘉義圓環必買!	5
1	Markus Lee	20190808	飲品非常不錯喝，員工服務親切，讚！	5
2	黃暐婷	20190808	None	5
3	Bruise Chang	20190808	葡萄柚綠茶半糖加話梅，果肉多，酸酸甜甜的好味道！記得下高鐵站就打電話訂再開車來，時間剛剛好不用等！	5
4	Salvia	20190808	超棒 台南沒有那麼好喝的東c 可是我不想排隊廠廠	5
5	Lene Chen	20190808	"小小一間店 超多人排隊的😅😅
但飲料真的很好喝👍🏻👍🏻👍🏻
水果是現榨的很新鮮❤️"	5
6	Ra dio	20190808	每次到嘉義必買飲料  建議可以先打電話預約	5
7	游旻蓉	20190808	推~葡萄柚綠	5
8	Johnny Wu	20190808	令人驚豔的口感，滿嘴果肉嗶嗶啵啵～	5
9	chen hungjui	20190808	None	5
0	Torr Chang	20190808	沒人指引排隊的店家，一不小心就影響到其他人了，結帳後沒多久就可以拿到飲料了，喝第一口是特別，到後面就覺得變普通了	3
1	zachary liu	20190808	葡萄柚綠茶很威，人很多，打電話訂是王道。	5
2	李吉	20190808	None	4
3	Ava Chen	20190808	"(由 Google 提供翻譯) 超好喝

(原始評論)
超好喝"	5
4	Yayu Huang	20190808	None	4
5	Tom Chen	20190808	大推葡萄柚綠，一整杯滿滿的葡萄柚果粒，來嘉義必喝的飲料店	5
6	Lin Emma	20190808	None	5
7	Shinyi Lin	20190808	排隊很久，但很值得XD	5
